rank,title,studio,lifetime_gross,year
672,journeytothecenteroftheearth,WB (NL),101704370,2008
673,goneinseconds,BV,101648571,2000
674,maverick,WB,101631272,1994
675,sleepingwiththeenemy,Fox,101599005,1991
676,theequalizer,Sony,101530738,2014
677,thisistheend,Sony,101470202,2013
678,eagleeye,P/DW,101440743,2008
679,theprinceofegypt,DW,101413188,1998
680,scream,Dim.,101363301,1997
681,stircrazy,Col.,101300000,1980
682,eraser,WB,101295562,1996
683,noah,Par.,101200044,2014
684,unforgiven,WB,101157447,1992
685,thecatinthehat,Uni.,101149285,2003
686,conair,BV,101117573,1997
687,sleepyhollow,Par.,101071502,1999
688,collateral,DW,101005703,2004
689,contact,WB,100920329,1997
690,charliesangelsfullthrottle,Sony,100830111,2003
691,thepelicanbrief,WB,100768056,1993
692,vanillasky,Par.,100618344,2001
693,arrival,Par.,100546139,2016
694,duedate,WB,100539043,2010
695,therugratsmovie,Par.,100494675,1998
696,milliondollarbaby,WB,100492203,2004
697,airport,Uni.,100489151,1970
698,awrinkleintime,BV,100478608,2018
699,jumanji,Sony,100475249,1995
700,stepbrothers,Sony,100468793,2008
701,evanalmighty,Uni.,100462298,2007
702,fiftyshadesfreed,Uni.,100407760,2018
703,casper,Uni.,100328194,1995
704,shakespeareinlove,Mira.,100317794,1998
705,badteacher,Sony,100292856,2011
706,yogibear,WB,100246011,2010
707,cowboysaliens,Uni.,100240551,2011
708,kingsmanthegoldencircle,Fox,100234838,2017
709,edgeoftomorrow,WB,100206256,2014
710,thehunchbackofnotredame,BV,100138851,1996
711,seven,NL,100125643,1995
712,parenthood,Uni.,100047830,1989
713,youdontmesswiththezohan,Sony,100018837,2008
714,passengers,Sony,100014699,2016
715,diehardwithavengeance,Fox,100012499,1995
716,gnomeoandjuliet,BV,99967670,2011
717,rampage,WB (NL),99345950,2018
718,hercules,BV,99112101,1997
719,olympushasfallen,FD,98925640,2013
720,thegreenhornet,Sony,98780042,2011
721,datenight,Fox,98711404,2010
722,thecolorpurple,WB,98467863,1985
723,theequalizer,Sony,98025332,2018
724,meettherobinsons,BV,97822171,2007
725,yesman,WB,97690976,2008
726,sausageparty,Sony,97685686,2016
727,inspectorgadget,BV,97403112,1999
728,publicenemies,Uni.,97104620,2009
729,thesocialnetwork,Sony,96962694,2010
730,theothers,Mira.,96522687,2001
731,legallyblonde,MGM,96520674,2001
732,panicroom,Sony,96397334,2002
733,schindlerslist,Uni.,96065768,1993
734,deadpoetssociety,BV,95860116,1989
735,zerodarkthirty,Sony,95720716,2012
736,norbit,P/DW,95673607,2007
737,coldmountain,Mira.,95636509,2003
738,arthur,WB,95461682,1981
739,sexandthecity,WB (NL),95347692,2010
740,michael,NL,95318203,1996
741,theprincessdiariesroyalengagement,BV,95170481,2004
742,,WB,95020213,2013
743,unbreakable,BV,95011339,2000
744,thebookofeli,WB,94835059,2010
745,bc,WB,94784201,2008
746,beverlyhillschihuahua,BV,94514402,2008
747,saturdaynightfever,Par.,94213184,1977
748,juliejulia,Sony,94125426,2009
749,themaskofzorro,Sony,94095523,1998
750,maidinmanhattan,SonR,94011225,2002
751,hesjustnotthatintoyou,WB (NL),93953653,2009
752,masterandcommanderthefarsideoftheworld,Fox,93927920,2003
753,flight,Par.,93772375,2012
754,thefighter,Par.,93617009,2010
755,americassweethearts,SonR,93607673,2001
756,ladyandthetramp,Dis.,93602326,1955
757,thebucketlist,WB,93466502,2007
758,tomorrowland,BV,93436322,2015
759,themagnificentseven,Sony,93432655,2016
760,catsdogs,WB,93385515,2001
761,twoweeksnotice,WB,93354851,2002
762,spacestationd,Imax,93341996,2002
763,reddragon,Uni.,93149898,2002
764,cinderella,Dis.,93141149,1950
765,elysium,TriS,93050117,2013
766,flubber,BV,92977226,1997
767,flashdance,Par.,92921203,1983
768,whenharrymetsally,Col.,92823546,1989
769,thetown,WB,92186262,2010
770,nonstop,Uni.,92168600,2014
771,theclient,WB,92115211,1994
772,bladerunner,WB,92054159,2017
773,johnwickchaptertwo,LG/S,92029184,2017
774,startrekfirstcontact,Par.,92027888,1996
775,thinklikeaman,SGem,91547205,2012
776,kindergartencop,Uni.,91457688,1990
777,heavenisforreal,TriS,91443253,2014
778,thehaunting,DW,91411151,1999
779,crimsontide,BV,91387195,1995
780,backtoschool,Orion,91258000,1986
781,ridealong,Uni.,91221830,2016
782,stepmom,Sony,91137662,1998
783,theimitationgame,Wein.,91125683,2014
784,savethelastdance,Par.,91057006,2001
785,thescorpionking,Uni.,91047077,2002
786,thekaratekid,Col.,90815558,1984
787,princeofpersiathesandsoftime,BV,90759676,2010
788,antz,DW,90757863,1998
789,scarymovie,W/Dim.,90710620,2006
790,thegameplan,BV,90648202,2007
791,memyselfandirene,Fox,90570999,2000
792,highschoolmusicalsenioryear,BV,90559416,2008
793,tylerperrysmadeagoestojail,LGF,90508336,2009
794,spacecowboys,WB,90464773,2000
795,spacejam,WB,90418342,1996
796,gethard,WB,90411453,2015
797,tradingplaces,Par.,90404800,1983
798,red,Sum.,90380162,2010
799,planes,BV,90288712,2013
800,legallyblonderedwhiteandblonde,MGM,90186328,2003
801,mysticriver,WB,90135191,2003
802,terminatorgenisys,Par.,89760956,2015
803,flightplan,BV,89707299,2005
804,fatherofthebride,BV,89325780,1991
805,theemperorsnewgroove,BV,89302687,2000
806,theloneranger,BV,89302115,2013
807,taken,Fox,89256424,2015
808,dontbreathe,SGem,89217875,2016
809,scream,Dim.,89143175,2000
810,oblivion,Uni.,89107235,2013
811,theuglytruth,Sony,88915214,2009
812,percyjacksontheolympiansthelightningthief,Fox,88768303,2010
813,failuretolaunch,Par.,88715192,2006
814,themuppets,BV,88631237,2011
815,insideman,Uni.,88513495,2006
816,waterworld,Uni.,88246220,1995
817,starskyandhutch,WB,88237754,2004
818,alongcamepolly,Uni.,88097164,2004
819,thehandthatrocksthecradle,BV,88036683,1992
820,backtothefuturepartiii,Uni.,87727583,1990
821,entrapment,Fox,87704396,1999
822,peterpan,Dis.,87404651,1953
823,pineappleexpress,Sony,87341380,2008
824,missperegrineshomeforpeculiarchildren,Fox,87242834,2016
825,everest,MFF,87178599,1998
826,outofafrica,Uni.,87071205,1985
827,sisters,Uni.,87044645,2015
828,sawii,Lions,87039965,2005
829,thenakedgunthesmelloffear,Par.,86930411,1991
830,thecampaign,WB,86907746,2012
831,thewaroftheroses,Fox,86888546,1989
832,theamityvillehorror,AIP,86432000,1979
833,presumedinnocent,WB,86303188,1990
834,youngfrankenstein,Fox,86273333,1974
835,theaccountant,WB,86260045,2016
836,dumbanddumberto,Uni.,86208010,2014
837,theemojimovie,Sony,86089513,2017
838,meangirls,Par.,86058055,2004
839,annie,Sony,85911262,2014
840,alvinandthechipmunkstheroadchip,Fox,85886987,2015
841,spykidstheislandoflostdreams,Dim.,85846429,2002
842,fury,Sony,85817906,2014
843,pokemonthefirstmovie,WB,85744662,1999
844,realsteel,BV,85468508,2011
845,thespongebobsquarepantsmovie,Par.,85417988,2004
846,powerrangers,LGF,85364450,2017
847,brotherbear,BV,85336277,2003
848,stripes,Col.,85297000,1981
849,anchormanthelegendofronburgundy,DW,85288303,2004
850,everywhichwaybutloose,WB,85196485,1978
851,rockyii,UA,85182160,1979
852,aliens,Fox,85160248,1986
853,openseason,Sony,85105259,2006
854,theexpendables,LGF,85028192,2012
855,dangerousminds,BV,84919401,1995
856,paranormalactivity,Par.,84752907,2010
857,theposeidonadventure,Fox,84563118,1972
858,tammy,WB (NL),84525432,2014
859,thesantaclausetheescapeclause,BV,84500122,2006
860,ferdinand,Fox,84410380,2017
861,crazystupidlove,WB,84351197,2011
862,annabelle,WB (NL),84273813,2014
863,pinocchio,Dis.,84254167,1940
864,scoobydoomonstersunleashed,WB,84216833,2004
865,atlantisthelostempire,BV,84056472,2001
866,cliffhanger,TriS,84049211,1993
867,theotherwoman,Fox,83911193,2014
868,thexfiles,Fox,83898313,1998
869,upintheair,Par.,83823381,2009
870,steelmagnolias,TriS,83759091,1989
871,wrathofthetitans,WB,83670083,2012
872,insidiouschapter,FD,83586447,2013
873,undersiege,WB,83563139,1992
874,battlelosangeles,Sony,83552429,2011
875,immortals,Rela.,83504017,2011
876,icanonlyimagine,RAtt.,83482352,2018
877,apocalypsenow,MGM,83471511,1979
878,airplane,Par.,83453539,1980
879,patriotgames,Par.,83351587,1992
880,penguinsofmadagascar,Fox,83350911,2014
881,savingmrbanks,BV,83301580,2013
882,valkyrie,UA,83077833,2008
883,brokebackmountain,Focus,83043761,2005
884,turbo,Fox,83028128,2013
885,disclosure,WB,83015089,1994
886,diehard,Fox,83008852,1988
887,charlottesweb,Par.,82985708,2006
888,monsterinlaw,NL,82931301,2005
889,arewethereyet,SonR,82674398,2005
890,daysofthunder,Par.,82670733,1990
891,freddyvsjason,NL,82622655,2003
892,thedescendants,FoxS,82584160,2011
893,cheaperbythedozen,Fox,82571173,2005
894,mrhollandsopus,BV,82569971,1995
895,bramstokersdracula,Col.,82522790,1992
896,friedgreentomatoes,Uni.,82418501,1991
897,letsbecops,Fox,82390774,2014
898,bladeii,NL,82348319,2002
899,beowulf,Par.,82280579,2007
900,bridgetoterabithia,BV,82272442,2007
901,startrekthemotionpicture,Par.,82258456,1979
902,thepinkpanther,Sony,82226474,2006
903,teenagemutantninjaturtlesoutoftheshadows,Par.,82051601,2016
904,thepost,Fox,81903458,2017
905,jaws,Uni.,81766007,1978
906,mazerunnerthescorchtrials,Fox,81697192,2015
907,heavencanwait,Par.,81640278,1978
908,eightbelow,BV,81612565,2006
909,mash,Fox,81600000,1970
910,unstoppable,Fox,81562942,2010
911,payback,Par.,81526121,1999
912,ted,Uni.,81476385,2015
913,thetalentedmrripley,Par.,81298265,1999
914,schoolofrock,Par.,81261177,2003
915,policeacademy,WB,81198894,1984
916,snowdogs,BV,81172560,2002
917,,Sony,81159365,2008
918,whileyouweresleeping,BV,81057016,1995
919,congo,Par.,81022101,1995
920,thenotebook,NL,81001787,2004
921,jimmyneutronboygenius,Par.,80936232,2001
922,alien,Fox,80931801,1979
923,anotherhrs,Par.,80818974,1990
924,moonstruck,MGM,80640528,1987
925,eatpraylove,Sony,80574010,2010
926,thetexaschainsawmassacre,NL,80571655,2003
927,zookeeper,Sony,80360843,2011
928,alienvspredator,Fox,80282231,2004
929,whathappensinvegas,Fox,80277646,2008
930,thedukesofhazzard,WB,80270227,2005
931,theweddingsinger,NL,80245725,1998
932,sawiii,LGF,80238724,2006
933,themummy,Uni.,80227895,2017
934,disturbia,P/DW,80209692,2007
935,nacholibre,Par.,80197993,2006
936,jumper,Fox,80172128,2008
937,goosebumps,Sony,80080379,2015
938,jackreacher,Par.,80070736,2012
939,cloverfield,Par.,80048433,2008
940,footloose,Par.,80035402,1984
941,dearjohn,SGem,80014842,2010
942,astarisborn,WB,80000000,1976
943,knowing,Sum.,79957634,2009
944,warhorse,BV,79884879,2011
945,thegoldenchild,Par.,79817937,1986
946,darkshadows,WB,79727149,2012
947,earthquake,Uni.,79666653,1974
948,hannahmontanathemovie,BV,79576189,2009
949,wargames,MGM,79567667,1983
950,thedaytheearthstoodstill,Fox,79366978,2008
951,limitless,Rela.,79249455,2011
952,thepurgeelectionyear,Uni.,79213375,2016
953,capefear,Uni.,79091969,1991
954,startrekiithewrathofkhan,Par.,78912963,1982
955,hrs,Par.,78868508,1982
956,thenakedgunfromthefilesofpolicesquad,Par.,78756177,1988
957,pixels,Sony,78747585,2015
958,cityofangels,WB,78685114,1998
959,theenglishpatient,Mira.,78676425,1996
960,teenagemutantninjaturtlesii,NL,78656813,1991
961,aiartificialintelligence,WB,78616689,2001
962,cocktail,BV,78222753,1988
963,weweresoldiers,Par.,78122718,2002
964,towerheist,Uni.,78046570,2011
965,themonumentsmen,Sony,78031620,2014
966,hooper,WB,78000000,1978
967,manonfire,Fox,77911774,2004
968,theterminal,DW,77872883,2004
969,backdraft,Uni.,77868585,1991
970,gangsofnewyork,Mira.,77812000,2002
971,freewilly,WB,77698625,1993
972,disneyschristopherrobin,BV,77628783,2018
973,theadventuresoftintin,Par.,77591831,2011
974,philadelphia,TriS,77446440,1993
975,marchofthepenguins,WIP,77437223,2005
976,parentalguidance,Fox,77267296,2012
977,wherethewildthingsare,WB,77233467,2009
978,theateam,Fox,77222099,2010
979,u,Uni.,77122415,2000
980,alicethroughthelookingglass,BV,77041381,2016
981,crazyrichasians,WB,76817947,2018
982,dresses,Fox,76808654,2008
983,trainingday,WB,76631907,2001
984,poltergeist,MGM,76606280,1982
985,fatherofthebridepartii,BV,76594107,1995
986,romancingthestone,Fox,76572238,1984
987,rugratsinparisthemovie,Par.,76507756,2000
988,startrekiiithesearchforspock,Par.,76471046,1984
989,knightday,Fox,76423035,2010
990,fantasia,Dis.,76408097,1941
991,paddington,W/Dim.,76271832,2015
992,theuntouchables,Par.,76270454,1987
993,whitemencantjump,Fox,76253806,1992
994,petesdragon,BV,76233151,2016
995,theringtwo,DW,76231249,2005
996,cocoon,Fox,76113124,1985
997,hellboyiithegoldenarmy,Uni.,75986503,2008
998,conspiracytheory,WB,75982834,1997
999,constantine,WB,75976178,2005
1000,thejewelofthenile,Fox,75973200,1985
1001,thehauntedmansion,BV,75847266,2003
1002,thefamilyman,Uni.,75793305,2000
1003,barbershop,MGM,75782105,2002
1004,theintern,WB,75764672,2015
1005,startrekgenerations,Par.,75671125,1994
1006,contagion,WB,75658097,2011
1007,youmeanddupree,Uni.,75628110,2006
1008,weboughtazoo,Fox,75624550,2011
1009,guns,Uni.,75612460,2013
1010,braveheart,Par.,75609945,1995
1011,moneyball,Sony,75605492,2011
1012,therookie,BV,75600072,2002
1013,zombieland,Sony,75590286,2009
1014,oldschool,DW,75585093,2003
1015,anygivensunday,WB,75530832,1999
1016,thelastofthemohicans,Fox,75505856,1992
1017,thehitmansbodyguard,LG/S,75468583,2017
1018,thegirlonthetrain,Uni.,75395035,2016
1019,thehorsewhisperer,BV,75383563,1998
1020,garfieldthemovie,Fox,75369589,2004
1021,ray,Uni.,75331600,2004
1022,coraline,Focus,75286229,2009
1023,timburtonsthenightmarebeforechristmas,BV,75082668,1993
1024,theexorcismofemilyrose,SGem,75072454,2005
1025,eragon,Fox,75030163,2006
1026,startrekvitheundiscoveredcountry,Par.,74888996,1991
1027,,WB,74865517,1979
1028,theprinceoftides,Col.,74787599,1991
1029,ladder,BV,74541707,2004
1030,fourbrothers,Par.,74494381,2005
1031,sixdayssevennights,BV,74339294,1998
1032,nocountryforoldmen,Mira.,74283625,2007
1033,aliencovenant,Fox,74262031,2017
1034,jackandjill,Sony,74158157,2011
1035,olivercompany,BV,74151346,1988
1036,sincity,Dim.,74103820,2005
1037,alongcameaspider,Par.,74078174,2001
1038,benhur,MGM,74000000,1959
1039,captainunderpantsthefirstepicmovie,Fox,73921000,2017
1040,hugo,Par.,73864507,2011
1041,christmaswiththekranks,SonR,73780539,2004
1042,beetlejuice,WB,73707461,1988
1043,thejerk,Uni.,73691419,1979
1044,monsterhouse,Sony,73661010,2006
1045,deepbluesea,WB,73648142,1999
1046,lawabidingcitizen,Over.,73357727,2009
1047,spiritstallionofthecimarron,DW,73280117,2002
1048,hollowman,Sony,73209340,2000
1049,booamadeahalloween,LGF,73206343,2016
1050,whitehousedown,Sony,73103784,2013
1051,johncarter,BV,73078100,2012
1052,hotelfordogs,P/DW,73034460,2009
1053,dinnerforschmucks,P/DW,73026337,2010
1054,justinbieberneversaynever,Par.,73013910,2011
1055,jackassnumbertwo,Par.,72778712,2006
1056,theinterpreter,Uni.,72708161,2005
1057,hercules,Par.,72688614,2014
1058,storks,WB,72679278,2016
1059,barnyardtheoriginalpartyanimals,Par.,72637803,2006
1060,iknowwhatyoudidlastsummer,Sony,72586134,1997
1061,bridgeofspies,BV,72313754,2015
1062,dolphintale,WB,72286779,2011
1063,vantagepoint,Sony,72266306,2008
1064,aceventurapetdetective,WB,72217396,1994
1065,thecannonballrun,Fox,72179579,1981
1066,abadmomschristmas,STX,72110659,2017
1067,getshorty,MGM,72101622,1995
1068,michaeljacksonsthisisit,Sony,72091016,2009
1069,cloverfieldlane,Par.,72082998,2016
1070,fredclaus,WB,72006777,2007
1071,myfairlady,WB,72000000,1964
1072,,MGM/W,71985628,2007
1073,thepurgeanarchy,Uni.,71962800,2014
1074,johnq,NL,71756802,2002
1075,rv,Sony,71726025,2006
1076,mama,Uni.,71628180,2013
1077,ruthlesspeople,BV,71624879,1986
1078,threemenandalittlelady,BV,71609321,1990
1079,galaxyquest,DW,71583916,1999
1080,stargate,MGM,71567262,1994
1081,bridgetjonessdiary,Mira.,71543427,2001
1082,grumpieroldmen,WB,71518503,1995
1083,thebridgesofmadisoncounty,WB,71516617,1995
1084,chocolat,Mira.,71509363,2000
1085,sideways,FoxS,71503593,2004
1086,iloveyouman,P/DW,71440011,2009
1087,safehaven,Rela.,71349120,2013
1088,christmasvacation,WB,71319526,1989
1089,scarymovie,Mira.,71308997,2001
1090,therescuers,Dis.,71215869,1977
1091,thespiderwickchronicles,Par.,71195053,2008
1092,thescore,Par.,71107711,2001
1093,turnerhooch,BV,71079915,1989
1094,paulblartmallcop,Sony,71038190,2015
1095,thesmurfs,Sony,71017784,2013
1096,birdonawire,Uni.,70978012,1990
1097,groundhogday,Col.,70906973,1993
1098,shallowhal,Fox,70839203,2001
1099,whitechicks,Sony,70831760,2004
1100,brokenarrow,Fox,70770147,1996
1101,anywhichwayyoucan,WB,70687344,1980
1102,nostringsattached,Par.,70662220,2011
1103,allthepresidentsmen,WB,70600000,1976
1104,thebestmanholiday,Uni.,70525195,2013
1105,vforvendetta,WB,70511035,2006
1106,mortalkombat,NL,70454098,1995
1107,jfk,WB,70405498,1991
1108,shaft,Par.,70334258,2000
1109,moonraker,MGM,70308099,1979
1110,worldtradecenter,Par.,70278893,2006
1111,rockybalboa,MGM,70270943,2006
1112,purplerain,WB,70261052,1984
1113,thebigshort,Par.,70259870,2015
1114,foolsgold,WB,70231041,2008
1115,startrekinsurrection,Par.,70187658,1998
1116,grumpyoldmen,WB,70172621,1993
1117,bigmommashouse,Fox,70165972,2006
1118,ferrisbuellersdayoff,Par.,70136369,1986
1119,thegoldencompass,NL,70107728,2007
1120,killbillvol,Mira.,70099045,2003
1121,blade,NL,70087718,1998
1122,boomerang,Par.,70052444,1992
1123,actofvalor,Rela.,70012847,2012
1124,bornonthefourthofjuly,Uni.,70001698,1989
1125,sevenpounds,Sony,69951824,2008
1126,privatebenjamin,WB,69847348,1980
1127,splash,BV,69821334,1984
1128,swordfish,WB,69772969,2001
1129,thebestlittlewhorehouseintexas,Uni.,69701637,1982
1130,disneysthekid,BV,69691949,2000
1131,ninemonths,Fox,69684532,1995
1132,divinesecretsoftheyayasisterhood,WB,69599016,2002
1133,hotshots,Fox,69467617,1991
1134,thethomascrownaffair,MGM,69305181,1999
1135,verticallimit,Sony,69243859,2000
1136,lostinspace,NL,69117629,1998
1137,gamenight,WB (NL),69001013,2018
1138,guesswho,Sony,68915888,2005
1139,coolrunnings,BV,68856263,1993
1140,thefirstpurge,Uni.,68809315,2018
1141,witness,Par.,68706993,1985
1142,sahara,Par.,68671925,2005
1143,bookclub,Par.,68566296,2018
1144,percyjacksonseaofmonsters,Fox,68559554,2013
1145,roadtrip,DW,68540777,2000
1146,bluestreak,Sony,68518533,1999
1147,bringiton,Uni.,68379000,2000
1148,obsessed,SGem,68261644,2009
1149,mrpopperspenguins,Fox,68224452,2011
1150,octopussy,MGM,67893619,1983
1151,warroom,TriS,67790117,2015
1152,outbreak,WB,67659560,1995
1153,suddenimpact,WB,67642693,1983
1154,aperfectmurder,WB,67638368,1998
1155,thetourist,Sony,67631157,2010
1156,insidiousthelastkey,Uni.,67560690,2018
1157,thisis,Uni.,67544505,2012
1158,heat,WB,67436818,1995
1159,holes,BV,67406573,2003
1160,insomnia,WB,67355513,2002
1161,agooddaytodiehard,Fox,67349198,2013
1162,hidalgo,BV,67303450,2004
1163,rolemodels,Uni.,67294270,2008
1164,lightsout,WB (NL),67268835,2016
1165,coachcarter,Par.,67264877,2005
1166,hacksawridge,LGF,67209615,2016
1167,coalminersdaughter,Uni.,67182787,1980
1168,racetowitchmountain,BV,67172594,2009
1169,theforgotten,SonR,67133509,2004
1170,dantespeak,Uni.,67127760,1997
1171,thebountyhunter,Sony,67061228,2010
1172,waitingtoexhale,Fox,67052156,1995
1173,thesecretofmysuccess,Uni.,66995879,1987
1174,dalmatians,BV,66957026,2000
1175,alexanderandtheterriblehorriblenogoodverybadday,BV,66954149,2014
1176,kangaroojack,WB,66934963,2003
1177,skyscraper,Uni.,66896620,2018
1178,endofdays,Uni.,66889043,1999
1179,themexican,DW,66845033,2001
1180,changinglanes,Par.,66818548,2002
1181,bigfish,Sony,66809693,2003
1182,unclebuck,Uni.,66758538,1989
1183,thegodfatherpartiii,Par.,66666062,1990
1184,charliewilsonswar,Uni.,66661095,2007
1185,legendsofthefall,Sony,66638883,1994
